sex,race,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,r_charge_desc,r_charge_degree
Female,Caucasian,M,Battery,1,Low,0,,
Female,African-American,M,,10,High,0,,
Male,African-American,F,"Poss3,4 Methylenedioxymethcath",10,High,1,Operating W/O Valid License,(M2)
Male,Hispanic,M,arrest case no charge,5,Medium,1,Stalking (Aggravated),(F3)
Female,Other,F,arrest case no charge,4,Low,0,,
Male,Hispanic,F,Felony/Driving Under Influence,3,Low,0,,
Male,Caucasian,F,Possession of Cocaine,4,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,3,Low,0,Fail Register Vehicle,(M2)
Male,Caucasian,M,Possess Cannabis/20 Grams Or Less,6,Medium,1,Susp Drivers Lic 1st Offense,(M2)
Male,African-American,F,arrest case no charge,8,High,0,,
Male,African-American,F,arrest case no charge,9,High,1,Prowling/Loitering,(M2)
Male,African-American,F,Burglary Structure Unoccup,5,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,M,Battery,1,Low,0,,
Female,Caucasian,M,Battery,1,Low,1,Viol Injunct Domestic Violence,(M1)
Male,Caucasian,F,arrest case no charge,7,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,Tamper With Witness/Victim/CI,8,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Female,Caucasian,M,Battery,1,Low,0,,
Female,African-American,F,Aggravated Assault W/Dead Weap,4,Low,0,,
Male,African-American,F,arrest case no charge,1,Low,0,,
Male,African-American,M,Battery,3,Low,0,,
Male,Caucasian,M,Disorderly Intoxication,4,Low,0,,
Male,African-American,F,Robbery / No Weapon,8,High,1,Driving License Suspended,(M2)
Male,African-American,F,Grand Theft in the 3rd Degree,9,High,1,Robbery Sudd Snatch No Weapon,(F3)
Male,Caucasian,M,arrest case no charge,7,Medium,0,,
Male,African-American,F,Battery on Law Enforc Officer,9,High,1,Tresspass Struct/Conveyance,(M2)
Male,African-American,F,Possession of Cannabis,5,Medium,0,,
Male,African-American,F,Felony Driving While Lic Suspd,1,Low,0,,
Male,African-American,F,arrest case no charge,1,Low,0,,
Male,African-American,F,Possession of Cocaine,4,Low,0,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,F,Felony Petit Theft,8,High,1,Felony Petit Theft,(F3)
Female,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,Driving While License Revoked,8,High,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,arrest case no charge,9,High,0,Operating W/O Valid License,(M2)
Male,Caucasian,M,Battery,3,Low,0,,
Female,Hispanic,F,arrest case no charge,2,Low,0,,
Male,Caucasian,F,Possession of Cocaine,10,High,1,False Verif Ownership Pawn Shp,(F3)
Male,African-American,F,Throw Deadly Missile Into Veh,7,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Aggravated Battery / Pregnant,5,Medium,0,,
Male,African-American,M,Unlaw Use False Name/Identity,9,High,1,Petit Theft,(M2)
Male,African-American,F,Poss Cocaine/Intent To Del/Sel,7,Medium,0,,
Male,Caucasian,F,Resist Officer w/Violence,2,Low,0,,
Male,Caucasian,F,Aggravated Assault W/dead Weap,1,Low,0,,
Male,African-American,F,Driving While License Revoked,3,Low,0,,
Male,African-American,F,Aggravated Battery / Pregnant,8,High,1,Aggravated Battery / Pregnant,(F2)
Male,Caucasian,F,Grand Theft in the 3rd Degree,1,Low,1,Petit Theft/ Prior Conviction,(M1)
Male,African-American,F,Battery on Law Enforc Officer,2,Low,0,,
Male,Other,F,arrest case no charge,1,Low,0,,
Male,Hispanic,M,Exposes Culpable Negligence,3,Low,0,,
Female,Caucasian,M,Disorderly Intoxication,6,Medium,0,,
Male,Caucasian,M,Battery,1,Low,0,,
Female,African-American,F,"Poss3,4 Methylenedioxymethcath",7,Medium,0,,
Female,African-American,F,Use Scanning Device to Defraud,2,Low,1,Petit Theft,(M2)
Male,African-American,F,arrest case no charge,6,Medium,0,,
Male,Caucasian,M,Driving Under The Influence,2,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,Hispanic,M,Battery,3,Low,0,,
Male,Caucasian,F,Leaving the Scene of Accident,3,Low,0,,
Female,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,African-American,M,Aggravated Battery / Pregnant,3,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,False Ownership Info/Pawn Item,5,Medium,1,Possession of Cocaine,(F3)
Male,African-American,F,Uttering a Forged Instrument,6,Medium,1,Deliver Cocaine 1000FT School,(F1)
Male,Other,F,arrest case no charge,1,Low,0,,
Male,African-American,F,Grand Theft (Motor Vehicle),7,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,M,Battery,6,Medium,1,Battery,(M1)
Male,African-American,F,arrest case no charge,10,High,0,,
Male,African-American,M,arrest case no charge,7,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,Grand Theft in the 3rd Degree,7,Medium,0,,
Male,Hispanic,M,Operating W/O Valid License,1,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,Crimin Mischief Damage $1000+,4,Low,0,,
Male,African-American,F,Felony Petit Theft,5,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,M,Fleeing or Eluding a LEO,1,Low,0,,
Male,African-American,F,Burglary Unoccupied Dwelling,4,Low,0,,
Male,Caucasian,F,"Poss3,4 Methylenedioxymethcath",8,High,1,Operating W/O Valid License,(M2)
Male,Caucasian,F,Aggravated Battery / Pregnant,1,Low,0,,
Male,African-American,F,arrest case no charge,6,Medium,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,10,High,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,F,Felony Battery (Dom Strang),10,High,1,Petit Theft $100- $300,(M1)
Male,Caucasian,M,Battery,1,Low,0,,
Female,Caucasian,F,"Poss3,4 Methylenedioxymethcath",5,Medium,0,,
Male,Caucasian,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,,
Male,Hispanic,F,arrest case no charge,5,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,arrest case no charge,10,High,1,Trespass Struct/Conveyance,(M2)
Male,Hispanic,M,arrest case no charge,5,Medium,1,Robbery / No Weapon,(F2)
Male,African-American,M,Battery,2,Low,1,Battery,(M1)
Male,Caucasian,F,arrest case no charge,1,Low,0,,
Female,African-American,F,Aggravated Assault W/Dead Weap,2,Low,0,,
Male,African-American,M,Battery,1,Low,0,,
Male,African-American,F,Possession of Cannabis,3,Low,0,,
Male,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,arrest case no charge,2,Low,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,10,High,1,Use of Anti-Shoplifting Device,(F3)
Male,Caucasian,M,Battery,1,Low,1,Petit Theft,(M2)
Male,Other,F,Possession of Cocaine,8,High,1,Possession Of Alprazolam,(F3)
Male,African-American,M,Possess Cannabis/20 Grams Or Less,8,High,1,Battery,(M1)
Female,African-American,F,Possession of Cocaine,8,High,0,,
Male,African-American,M,Battery,6,Medium,1,Crim Use of Personal ID Info,(F3)
Male,African-American,F,Possession of Ethylone,5,Medium,1,Driving License Suspended,(M2)
Male,Caucasian,F,Grand Theft in the 3rd Degree,5,Medium,1,Trespass Other Struct/Conve,(M1)
Male,Caucasian,F,Agg Battery Grt/Bod/Harm,4,Low,1,Assault,(M2)
Female,Native American,F,arrest case no charge,7,Medium,1,Possession of Cocaine,(F3)
Male,African-American,F,Felony Petit Theft,3,Low,1,Felony Petit Theft,(F3)
Male,African-American,F,Aggravated Battery,9,High,1,Poss Pyrrolidinovalerophenone,(F3)
Male,African-American,F,Possession Of Alprazolam,10,High,0,,
Male,Caucasian,F,Felony DUI (level 3),1,Low,0,,
Male,African-American,F,Aggravated Assault w/Firearm,1,Low,0,,
Male,African-American,F,Driving While License Revoked,6,Medium,0,False Imprisonment,(F3)
Male,African-American,F,Possession of Cocaine,9,High,1,Trespass Other Struct/Convey,(M1)
Male,African-American,F,Felony Battery w/Prior Convict,7,Medium,1,Viol Pretrial Release Dom Viol,(M1)
Female,African-American,F,arrest case no charge,9,High,1,Unlaw Use False Name/Identity,(M1)
Male,African-American,M,Battery,1,Low,0,,
Male,African-American,M,DUI Level 0.15 Or Minor In Veh,6,Medium,1,Petit Theft,(M2)
Male,Caucasian,M,Resist/Obstruct W/O Violence,5,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,M,Battery,2,Low,0,,
Male,African-American,F,Fraudulent Use of Credit Card,10,High,1,Unlaw Use False Name/Identity,(M1)
Male,Caucasian,F,Felony Battery (Dom Strang),1,Low,0,,
Male,Hispanic,F,"Poss 3,4 MDMA (Ecstasy)",10,High,0,,
Male,Caucasian,F,Possession of Cocaine,2,Low,0,,
Male,Caucasian,F,Drivg While Lic Suspd/Revk/Can,1,Low,0,,
Male,Caucasian,F,Possession of Cannabis,6,Medium,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,F,Grand Theft in the 3rd Degree,1,Low,0,,
Male,Hispanic,F,Burglary Dwelling Occupied,1,Low,1,Posses/Disply Susp/Revk/Frd DL,(M2)
Male,Caucasian,F,Burglary Dwelling Assault/Batt,1,Low,1,Leave Acc/Attend Veh/More $50,(M2)
Male,Asian,F,Burglary Structure Unoccup,6,Medium,0,,
Male,Hispanic,F,Possession Burglary Tools,1,Low,0,,
Male,Hispanic,M,Driving Under The Influence,4,Low,0,,
Female,Caucasian,F,Poss Contr Subst W/o Prescript,9,High,1,Battery,(M1)
Male,Caucasian,M,Assault,9,High,1,Mandatory Susp Possess Alcohol,(M2)
Male,African-American,M,arrest case no charge,9,High,0,,
Male,Asian,F,Driving While License Revoked,7,Medium,1,Unlaw Use False Name/Identity,(M1)
Male,African-American,F,Cash Item w/Intent to Defraud,2,Low,0,,
Female,Caucasian,M,Driving Under The Influence,2,Low,0,,
Male,Caucasian,F,arrest case no charge,9,High,1,Driving License Suspended,(M2)
Male,Caucasian,M,Battery,4,Low,1,Battery,(M1)
Male,African-American,M,Battery,1,Low,0,,
Male,African-American,F,False Ownership Info/Pawn Item,4,Low,1,Burglary Unoccupied Dwelling,(F3)
Female,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,African-American,F,Tampering With Physical Evidence,5,Medium,0,,
Female,Hispanic,F,Possession of Cocaine,5,Medium,1,Unlaw LicTag/Sticker Attach,(M2)
Male,African-American,F,arrest case no charge,7,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,M,Opert With Susp DL 2nd Offens,3,Low,1,Opert With Susp DL 2nd Offens,(M1)
Male,Hispanic,F,Aggravated Assault W/Dead Weap,5,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,Hispanic,F,False Bomb Report,3,Low,0,,
Male,African-American,F,Crimin Mischief Damage $1000+,6,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,F,Possession of Cocaine,5,Medium,0,,
Male,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,Caucasian,F,arrest case no charge,2,Low,0,,
Male,African-American,F,Tampering With Physical Evidence,7,Medium,0,,
Male,Caucasian,M,Battery,3,Low,0,,
Female,African-American,M,Susp Drivers Lic 1st Offense,2,Low,0,,
Male,Other,F,Aggravated Assault w/Firearm,5,Medium,0,,
Female,African-American,M,Battery,2,Low,0,,
Female,Caucasian,M,Leave Accd/Attend Veh/Less $50,1,Low,0,,
Male,Hispanic,M,Battery,4,Low,0,,
Male,Other,M,Battery,1,Low,0,,
Male,African-American,M,Battery,3,Low,0,,
Female,African-American,F,Burglary Conveyance Unoccup,4,Low,0,,
Male,Other,M,Possess Cannabis/20 Grams Or Less,1,Low,0,,
Male,African-American,F,arrest case no charge,7,Medium,1,Carry Open/Uncov Bev In Pub,(MO3)
Male,African-American,F,Poss Contr Subst W/o Prescript,5,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,F,Possession of Cocaine,2,Low,0,,
Male,Caucasian,F,Agg Battery Grt/Bod/Harm,7,Medium,1,Petit Theft,(M2)
Male,African-American,M,Battery,8,High,1,Battery on a Person Over 65,(F3)
Male,African-American,M,Fail Register Vehicle,5,Medium,0,,
Male,African-American,F,Possession of Ethylone,4,Low,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,F,Possession of Cocaine,4,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,F,Agg Battery Grt/Bod/Harm,2,Low,0,,
Male,Caucasian,M,Battery,9,High,0,,
Male,Caucasian,F,Felony Battery (Dom Strang),4,Low,0,Grand Theft in the 3rd Degree,(F3)
Male,African-American,M,Battery,3,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Trespassing/Construction Site,2,Low,0,,
Male,African-American,F,arrest case no charge,4,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,arrest case no charge,1,Low,1,Battery,(M1)
Male,Caucasian,F,Grand Theft in the 3rd Degree,3,Low,1,Racing On Highway,(M2)
Male,Other,F,Crim Use of Personal ID Info,1,Low,0,,
Male,Caucasian,F,Possession of Cannabis,3,Low,0,,
Male,Hispanic,F,arrest case no charge,10,High,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,7,Medium,0,,
Male,African-American,F,Drivg While Lic Suspd/Revk/Can,7,Medium,1,Driving While License Revoked,(F3)
Male,Caucasian,M,Viol Injunct Domestic Violence,10,High,1,Possession Burglary Tools,(F3)
Male,Caucasian,F,Possession of Cocaine,10,High,1,Susp Drivers Lic 1st Offense,(M2)
Male,Hispanic,F,Grand Theft in the 3rd Degree,6,Medium,1,Petit Theft,(M2)
Male,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,Aggrav Battery w/Deadly Weapon,9,High,1,Operating W/O Valid License,(M2)
Male,Hispanic,M,DUI Level 0.15 Or Minor In Veh,1,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,Caucasian,F,Possession Of Alprazolam,6,Medium,1,Petit Theft $100- $300,(M1)
Male,African-American,M,Reckless Driving,3,Low,0,,
Male,African-American,F,Consp Traff Oxycodone 28g><30k,5,Medium,0,,
Male,Caucasian,F,Possession of Cannabis,2,Low,0,,
Female,Hispanic,F,Unemployment Compensatn Fraud,1,Low,0,,
Male,African-American,F,arrest case no charge,5,Medium,0,,
Male,African-American,F,Felony Petit Theft,6,Medium,0,,
Male,African-American,F,Grand Theft (Motor Vehicle),6,Medium,0,Poss Pyrrolidinovalerophenone,(F3)
Female,Other,F,Grand Theft in the 3rd Degree,1,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,3,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,African-American,F,arrest case no charge,5,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,African-American,F,arrest case no charge,7,Medium,1,Burglary Conveyance Unoccup,(F3)
Male,African-American,M,Battery,3,Low,0,,
Male,African-American,F,Burglary Dwelling Assault/Batt,1,Low,0,,
Male,Caucasian,F,Sexual Battery / Vict 12 Yrs +,6,Medium,0,,
Male,African-American,F,Aggravated Battery / Pregnant,8,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Female,African-American,M,Battery,3,Low,0,,
Male,African-American,F,Agg Fleeing and Eluding,5,Medium,0,,
Male,Caucasian,F,arrest case no charge,4,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,F,Neglect Child / No Bodily Harm,4,Low,0,,
Male,Hispanic,F,Possession of Cannabis,8,High,0,,
Male,African-American,M,Criminal Mischief Damage <$200,4,Low,1,Operating W/O Valid License,(M2)
Male,Caucasian,M,Battery,3,Low,0,,
Female,African-American,F,arrest case no charge,2,Low,1,Battery,(M1)
Male,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,Drivg While Lic Suspd/Revk/Can,7,Medium,0,Driving License Suspended,(M2)
Male,Hispanic,F,Possession of Cannabis,6,Medium,0,,
Female,African-American,M,Resist/Obstruct W/O Violence,3,Low,0,,
Male,Caucasian,F,arrest case no charge,4,Low,0,,
Male,Hispanic,F,Aggravated Assault,1,Low,0,,
Female,Caucasian,M,Driving Under The Influence,1,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,Driving While License Revoked,1,Low,1,Unlaw LicTag/Sticker Attach,(M2)
Male,Caucasian,F,arrest case no charge,6,Medium,1,Possession of Cocaine,(F3)
Male,Caucasian,M,Battery,1,Low,1,Driving License Suspended,(M2)
Female,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,Driving While License Revoked,6,Medium,1,Unauth C/P/S Sounds>1000/Audio,(F3)
Female,Caucasian,M,Battery,3,Low,0,,
Male,Caucasian,M,arrest case no charge,4,Low,0,,
Male,Other,M,Battery,6,Medium,1,Operating W/O Valid License,(M2)
Male,African-American,F,arrest case no charge,10,High,1,Poss Pyrrolidinovalerophenone,(F3)
Male,Hispanic,M,DUI Property Damage/Injury,1,Low,0,,
Male,Other,F,arrest case no charge,2,Low,0,,
Male,African-American,F,arrest case no charge,7,Medium,1,Petit Theft,(M2)
Male,African-American,F,arrest case no charge,8,High,0,Tampering With Physical Evidence,(F3)
Male,African-American,M,Disorderly Conduct,3,Low,0,False Imprisonment,(F3)
Female,Caucasian,F,Burglary Unoccupied Dwelling,7,Medium,0,,
Male,African-American,M,Battery,2,Low,0,,
Male,Hispanic,M,Possess Cannabis/20 Grams Or Less,2,Low,1,Petit Theft,(M2)
Male,Hispanic,F,Possession of Cocaine,1,Low,0,,
Female,Caucasian,F,Burglary Unoccupied Dwelling,5,Medium,0,,
Male,African-American,F,arrest case no charge,3,Low,0,,
Male,African-American,M,Viol Pretrial Release Dom Viol,8,High,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,M,Battery,7,Medium,1,Aggravated Assault w/Firearm,(F3)
Male,African-American,F,Grand Theft in the 3rd Degree,5,Medium,1,Possess Drug Paraphernalia,(M1)
Male,African-American,F,Aggravated Assault w/Firearm,2,Low,0,,
Male,African-American,F,Possession of Cocaine,10,High,1,Poss Pyrrolidinovalerophenone,(F3)
Female,African-American,F,Robbery / No Weapon,1,Low,0,,
Male,Hispanic,M,Petit Theft $100- $300,10,High,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,M,Possess Cannabis/20 Grams Or Less,7,Medium,0,,
Male,Caucasian,F,arrest case no charge,6,Medium,1,Threaten Throw Destruct Device,(F2)
Male,African-American,M,Battery,1,Low,0,,
Female,Caucasian,M,Driving Under The Influence,1,Low,0,,
Male,Caucasian,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,,
Male,African-American,M,Felony Battery (Dom Strang),7,Medium,1,Driving License Suspended,(M2)
Male,Caucasian,F,Possession of Cocaine,1,Low,0,,
Male,African-American,F,Att Burgl Unoccupied Dwel,8,High,1,Resist/Obstruct W/O Violence,(M1)
Male,Hispanic,M,Operating W/O Valid License,1,Low,0,,
Male,African-American,F,Grand Theft Firearm,5,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,,
Male,Hispanic,F,Possession of Cocaine,5,Medium,1,Fleeing Or Attmp Eluding A Leo,(F3)
Male,Caucasian,M,Felony Battery (Dom Strang),2,Low,1,Trespass/Property/Other Structure,(M1)
Male,African-American,F,Driving While License Revoked,3,Low,0,,
Male,African-American,M,Possess Cannabis/20 Grams Or Less,8,High,0,,
Male,African-American,M,arrest case no charge,3,Low,1,Deliver Cocaine,(F2)
Female,Caucasian,F,Poss Contr Subst W/o Prescript,10,High,0,,
Female,African-American,M,Failure To Pay Taxi Cab Charge,5,Medium,0,,
Female,Caucasian,F,Possession of Cocaine,10,High,1,Possession of Cocaine,(F3)
Male,African-American,M,Battery,1,Low,0,,
Male,African-American,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,,
Male,African-American,F,Felony Petit Theft,6,Medium,1,Possession of Cocaine,(F3)
Male,African-American,F,Possession of Cocaine,10,High,1,Viol Injunct Domestic Violence,(M1)
Male,Hispanic,M,Operating W/O Valid License,2,Low,0,,
Male,African-American,F,arrest case no charge,9,High,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,F,Burglary Conveyance Occupied,7,Medium,1,Operating W/O Valid License,(M2)
Male,Caucasian,M,Battery,9,High,0,,
Male,Caucasian,F,Aggravated Assault w/Firearm,5,Medium,0,,
Male,Caucasian,F,Manslaughter W/Weapon/Firearm,5,Medium,1,Possession of Cannabis,(F3)
Male,African-American,F,Felony Battery (Dom Strang),1,Low,0,,
Male,African-American,F,Felony Petit Theft,9,High,1,Susp Drivers Lic 1st Offense,(M2)
Female,Caucasian,F,Resist Officer w/Violence,3,Low,1,Driving Under The Influence,(M1)
Male,Other,F,Grand Theft (Motor Vehicle),9,High,0,,
Female,African-American,F,"Poss 3,4 MDMA (Ecstasy)",2,Low,1,Petit Theft,(M2)
Female,Caucasian,M,Disorderly Conduct,4,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Use Scanning Device to Defraud,3,Low,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,8,High,0,,
Male,African-American,F,Burglary Unoccupied Dwelling,2,Low,0,,
Male,Caucasian,F,arrest case no charge,10,High,1,,(M1)
Male,Caucasian,F,Battery on Law Enforc Officer,4,Low,1,Battery,(M1)
